Name,Age,Gender,Platform,User_experience,Color Scheme,Visual Hierarchy,Typography,Images and Multimedia,Layout,Mobile Responsiveness,CTA (Call to Action) Buttons,Forms and Input Fields,Feedback and Error Messages,Loading Speed,Personalization,Accessibility,Animation and Transitions,Scrolling_Behavior,Gestures and Touch Controls,Search Functionality,Social_Media_Integration
Shahida Khanam,30,female,Youtube,Inconsistent Navigation,4,4,4,5,4,4,4,4,4,3,4,3,5,3,4,4,5
Nazma Akhtar,19,female,Instagram,Efficient,4,4,4,3,4,4,5,5,4,4,4,4,4,4,4,5,4
Shafiq Khan,70,male,Facebook,Limited Menu Options,4,3,4,5,4,4,4,4,4,4,3,5,4,5,4,3,5
Nusrat Sultana,33,female,Instagram,Engaging,4,5,3,3,4,5,5,4,3,3,5,3,5,4,3,4,5
Jahid Khan,50,male,Facebook,Engaging,5,5,4,5,3,5,5,4,4,5,4,3,4,5,5,4,3
Ruma Khanam,37,female,Facebook,Clear and concise,5,5,4,5,5,5,5,4,5,5,5,4,5,4,4,4,4
Nurul Kabir,33,male,Website,Well-structured,4,5,4,4,5,4,4,4,5,5,4,3,4,3,4,4,4
Nasrin Khanam,63,female,Website,Limited Menu Options,4,3,3,4,4,5,5,5,5,4,5,3,3,4,3,5,4
Masud Khan,74,male,Youtube,Inconsistent Navigation,4,4,4,3,4,4,5,4,5,4,4,5,4,5,4,4,4
Rokhsana Akhtar,52,female,Youtube,Clear and concise,4,4,4,4,3,5,5,3,3,4,5,3,5,5,3,5,5
Nurul Islam,24,male,Website,Clear and concise,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,5,3
Sumi Akhter,21,female,Twitter,Intuitive,4,5,4,4,4,4,4,4,3,4,4,5,5,5,4,5,5
Mahmuda Akhtar,24,female,Youtube,Efficient,4,5,4,4,4,4,4,5,4,5,3,5,4,5,5,4,3
Ahsan Khan,76,male,Instagram,Efficient,4,5,4,5,4,4,3,4,5,4,3,5,4,4,4,3,5
Sarwar Khan,36,male,Facebook,Efficient,3,4,5,4,4,4,4,5,5,3,4,3,4,4,3,4,3
Sultana Begum,61,female,Twitter,Efficient,5,5,3,5,5,5,5,4,4,3,5,4,5,4,4,4,4
Shahida Akhtar,26,female,Twitter,Clear and concise,5,4,4,4,4,5,5,4,3,5,5,5,5,5,4,3,5
Abdul Gani,39,male,Facebook,Engaging,3,4,4,5,4,4,4,5,4,4,4,4,5,4,4,5,4
Shamima Khanam,67,female,Website,Confusing,3,4,3,3,4,5,3,3,4,5,4,5,4,4,5,3,4
Nasir Khan,56,male,Website,Well-structured,5,4,4,4,5,4,4,5,4,3,4,3,4,4,4,3,4
Firoza Sultana,25,female,Website,Confusing,3,5,4,4,4,5,5,4,3,5,4,4,3,3,5,4,4
Nasima Khanam,39,male,Instagram,User-Friendly,5,4,4,4,4,3,4,4,5,4,4,5,5,4,5,5,5
Amin Khan,62,female,Twitter,Inconsistent Navigation,4,5,4,4,4,4,4,5,5,4,3,4,3,4,3,4,5
Nazrul Haque,70,male,Facebook,Confusing,4,4,3,5,4,5,5,4,5,4,3,4,5,4,5,3,4
Shamsul Islam,45,female,Youtube,Adequate,4,5,5,5,4,3,4,4,5,4,4,3,5,4,3,5,5
Safia Begum,70,male,Twitter,Limited Menu Options,5,3,3,3,4,4,4,4,4,5,3,5,3,5,5,3,4
Shahin Hasan,37,female,Youtube,Well-structured,3,4,4,5,4,5,4,4,4,5,4,5,4,5,3,5,4
Rafiq Mia,26,male,Youtube,Well-structured,4,5,3,3,5,5,4,3,4,4,3,3,4,3,5,4,5
Moushumi Akhtar,59,female,Youtube,Clear and concise,5,5,4,3,4,5,4,4,5,4,3,4,4,3,5,4,5
Riazul Haque,75,male,Instagram,Confusing,3,5,4,4,3,4,5,4,3,5,4,3,4,5,3,5,5
Nasrin Sultana,36,female,Twitter,Clear and concise,4,4,4,4,5,4,4,4,4,4,4,3,5,5,5,4,5
Farhan Khan,46,male,Twitter,User-Friendly,4,3,4,4,5,4,5,5,4,4,4,5,3,5,5,4,5
Naima Akhtar,27,female,Twitter,Confusing,4,3,3,3,4,4,5,5,5,4,3,3,5,4,3,4,3
Shahedul Haque,24,male,Instagram,Confusing,3,5,3,4,5,4,4,5,5,5,3,4,4,4,4,3,4
Rumi Akhtar,71,female,Instagram,Adequate,4,5,4,4,3,4,5,3,4,5,5,4,4,4,4,3,4
Kazi Hasan,71,male,Instagram,Efficient,4,4,4,3,4,4,4,5,5,5,4,3,5,3,5,5,4
Rina Begum,75,female,Website,Confusing,4,4,4,4,4,4,4,5,4,4,5,5,5,5,4,4,4
Nasima Akhtar,52,male,Website,Adequate,5,5,4,4,4,5,4,5,5,5,4,4,4,3,4,5,3
Shahina Akhter,34,female,Facebook,Inconsistent Navigation,4,3,3,4,4,4,4,3,4,3,5,5,5,4,5,3,4
Sumon Mia,30,male,Website,Clear and concise,4,4,5,3,3,5,5,3,3,4,4,4,4,3,4,4,3
Rekha Akhtar,70,female,Instagram,Confusing,4,4,5,4,5,5,3,4,5,4,4,5,3,5,4,4,5
Shofiul Islam,20,male,Youtube,Intuitive,3,4,4,5,4,3,4,3,4,4,4,4,3,4,4,3,4
Nusrat Jahan,49,female,Youtube,Inconsistent Navigation,3,3,3,5,4,4,4,4,4,4,4,5,5,4,4,4,5
Jahangir Hasan,63,male,Website,Intuitive,3,4,4,5,5,4,4,4,4,5,5,4,4,5,5,4,5
Shima Akhtar,49,female,Website,Inconsistent Navigation,4,4,4,5,4,5,4,4,4,4,4,5,5,4,5,4,4
Nasim Hasan,47,male,Facebook,Limited Menu Options,4,5,4,5,5,4,4,5,4,5,3,5,4,5,4,5,3
Bilkis Sultana,53,female,Facebook,User-Friendly,4,5,4,4,4,4,4,4,3,5,4,5,4,4,5,5,4
Salman Khan,76,male,Facebook,Engaging,5,5,4,5,5,4,4,5,5,4,5,4,4,5,4,4,4
Shammi Akhtar,71,female,Website,Engaging,5,5,4,4,4,3,4,4,3,4,4,4,5,5,4,3,5
Shahedul Hasan,55,male,Instagram,Limited Menu Options,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,3
Mukti Begum,73,female,Twitter,Confusing,3,4,4,3,4,3,4,4,4,5,4,5,4,5,4,4,5
Nasir Uddin,72,male,Instagram,Clear and concise,3,3,4,4,3,4,4,4,4,5,4,3,5,3,4,3,4
Tania Akhtar,47,female,Instagram,Confusing,5,4,4,4,5,4,5,4,5,3,5,4,4,5,3,3,4
Monirul Hasan,71,male,Instagram,User-Friendly,3,5,4,5,4,4,4,5,5,3,4,4,5,5,4,4,4
Sumaiya Akhtar,69,female,Youtube,Limited Menu Options,4,4,5,4,4,5,4,5,4,4,3,5,4,4,5,4,4
Khaled Khan,45,male,Facebook,Well-structured,4,5,4,4,4,4,4,4,5,4,5,4,4,4,3,3,5
Rima Begum,41,female,Youtube,Engaging,4,4,4,4,4,4,5,5,4,3,4,4,3,4,3,3,5
Imran Hasan,33,male,Facebook,Limited Menu Options,5,5,3,3,5,4,4,4,5,5,4,3,3,3,4,4,5
Arifa Khanam,31,female,Youtube,Well-structured,5,4,4,3,4,4,4,4,4,5,5,3,4,5,5,4,4
Fazlur Rahman,67,male,Facebook,Engaging,3,5,3,3,5,4,3,4,5,5,4,4,5,3,3,4,5
Sharmin Sultana,21,female,Website,User-Friendly,4,5,4,5,4,4,4,4,3,3,3,5,5,5,3,4,4
Shahin Hasan,39,male,Facebook,Clear and concise,5,4,3,4,4,5,4,4,3,4,5,4,4,4,4,4,5
Rizia Akhtar,72,female,Youtube,Clear and concise,5,4,4,4,5,5,3,4,4,4,3,3,5,4,3,4,4
Rabiul Islam,50,male,Twitter,Efficient,3,4,4,3,4,5,5,4,4,4,5,5,5,3,4,4,5
Sabrina Akhter,51,female,Instagram,User-Friendly,4,5,4,5,4,5,5,4,4,4,3,5,5,5,5,5,3
Jahangir Hasan,73,male,Twitter,Adequate,5,5,4,3,3,5,4,5,4,4,4,4,5,4,5,3,5
Afroza Akhtar,60,female,Instagram,Engaging,5,4,5,4,4,5,4,5,4,4,5,5,4,3,5,4,4
Rahim Khan,74,male,Facebook,Efficient,4,4,4,5,3,3,4,3,3,4,3,5,4,4,5,4,4
Shaila Begum,72,female,Twitter,Clear and concise,3,4,3,5,5,5,4,4,4,4,4,3,3,5,4,4,5
Alam Khan,47,male,Facebook,Adequate,3,4,4,3,5,4,4,3,5,4,4,5,3,4,4,4,3
Moni Akhtar,41,female,Youtube,Intuitive,4,4,4,4,4,5,4,4,5,5,3,5,4,5,4,5,4
Shahed Hasan,62,male,Facebook,Well-structured,4,4,4,5,5,4,4,4,5,5,5,5,4,4,4,4,4
Shahida Begum,58,female,Twitter,Limited Menu Options,5,4,3,5,4,5,4,4,4,4,3,5,4,4,5,5,5
Shamima Akhter,23,female,Facebook,Well-structured,4,5,5,4,5,3,4,4,5,4,4,5,5,3,4,4,4
Anis Mia,24,male,Website,Clear and concise,4,4,3,3,5,5,5,4,3,4,5,3,3,4,5,3,4
Nasrin Hasan,30,female,Facebook,Limited Menu Options,5,4,3,4,4,4,3,4,4,4,5,4,4,4,5,3,4
Aklima Akhtar,25,male,Instagram,Well-structured,4,5,3,4,4,3,5,5,4,4,4,5,4,4,4,5,5
Sharif Uddin,31,female,Twitter,Limited Menu Options,5,4,4,5,5,4,4,5,5,4,5,4,4,4,4,4,4
Khadija Sultana,38,male,Instagram,Limited Menu Options,5,5,5,4,5,4,3,4,4,4,4,5,3,4,4,4,3
Suman Mia,63,female,Facebook,User-Friendly,4,4,4,5,5,5,5,4,5,5,4,4,3,4,3,4,4
Nazma Begum,62,male,Twitter,Engaging,5,4,4,5,4,3,4,3,4,4,5,4,4,4,5,4,4
Shama Khanam,35,female,Youtube,Clear and concise,5,4,3,5,4,4,5,4,4,4,5,4,4,5,5,4,4
Hasan Mia,52,male,Youtube,Adequate,5,4,4,4,4,5,5,4,5,4,4,4,5,4,3,4,4
Nasima Begum,72,female,Twitter,Adequate,4,5,4,3,4,4,3,3,4,5,4,4,4,4,4,3,4
Shahida Sultana,21,male,Facebook,Adequate,3,3,5,5,4,5,5,4,5,5,4,4,5,3,3,5,4
Abul Hossain,73,female,Instagram,Adequate,4,4,4,4,4,3,4,3,5,4,4,5,4,5,4,5,5
Sumi Khanam,66,male,Twitter,Efficient,5,5,4,4,5,5,4,5,4,5,3,4,5,3,5,3,5
Shanto Mia,64,female,Facebook,Well-structured,4,4,4,4,4,5,4,3,5,4,4,4,5,5,4,4,4
Kohinur Akhter,70,male,Instagram,Confusing,4,5,4,5,5,5,4,4,4,4,4,3,4,4,4,4,4
Sabbir Khan,41,female,Youtube,Clear and concise,4,4,3,3,5,4,4,4,4,3,5,5,3,3,5,4,3
Salina Akhtar,20,male,Facebook,Engaging,3,5,4,3,4,4,3,4,4,4,3,4,3,4,4,5,3
Nasir Hasan,72,female,Twitter,User-Friendly,3,5,4,4,4,5,3,3,5,5,3,4,4,5,5,5,5
Jahanara Begum,39,male,Twitter,Limited Menu Options,4,4,5,4,4,4,5,4,5,4,5,5,4,4,5,5,4
Shohel Khan,69,female,Facebook,Limited Menu Options,4,5,3,5,4,4,4,4,4,3,3,4,3,5,5,4,5
Nazia Akhter,53,male,Youtube,Efficient,5,4,5,4,4,5,4,5,4,4,4,4,4,4,3,4,4
Shabnam Begum,67,female,Facebook,Engaging,4,4,4,5,4,4,5,3,4,4,5,4,3,4,3,3,5
Shafi Khan,25,male,Facebook,User-Friendly,4,5,4,5,4,4,4,3,4,4,4,5,4,4,4,3,5
Rozina Akhtar,60,female,Youtube,Confusing,5,4,4,3,5,4,4,3,3,3,4,3,5,4,4,3,5
Rafiq Hasan,55,male,Facebook,Confusing,4,4,4,4,4,5,4,5,5,4,5,4,4,5,5,3,5
Nisha Akhtar,32,female,Twitter,Inconsistent Navigation,5,4,3,4,4,4,3,4,4,4,4,4,3,3,4,4,4
Abdur Rouf,58,male,Instagram,Well-structured,4,4,4,4,5,3,4,4,4,4,5,4,5,5,5,4,4
Shila Begum,70,female,Instagram,Well-structured,4,3,4,4,3,4,5,5,4,4,4,4,4,4,4,3,4
Afsar Mia,38,male,Facebook,User-Friendly,3,5,4,5,5,4,5,4,3,4,4,5,3,4,4,3,5
Nasrin Akhtar,56,female,Youtube,Intuitive,3,3,3,4,4,4,4,4,5,4,3,4,5,4,5,5,5
Shahin Hasan,26,male,Youtube,Well-structured,4,4,3,4,5,4,4,4,4,3,3,3,4,4,5,5,4
Farida Begum,61,female,Facebook,Engaging,5,4,4,4,5,4,5,3,4,4,4,3,4,4,4,4,4
Farid Khan,19,male,Twitter,Confusing,5,4,4,4,5,4,4,4,4,4,3,4,4,3,5,5,5
Shahida Akhter,20,female,Website,Clear and concise,3,4,4,5,5,3,5,5,4,3,4,4,4,5,4,5,4
Jahangir Hasan,31,male,Website,Adequate,5,4,4,4,4,4,4,4,4,5,5,5,4,5,5,4,5
Moushumi Khanam,66,female,Twitter,Adequate,5,5,3,4,5,3,5,3,3,5,5,4,5,4,5,4,4
Naim Khan,24,male,Youtube,Limited Menu Options,5,4,5,4,4,5,4,5,4,3,4,5,5,3,4,5,5
Shapla Akhter,21,female,Youtube,Confusing,5,3,4,4,4,5,5,4,5,5,5,5,5,5,4,4,4
Saiful Khan,61,male,Facebook,Inconsistent Navigation,5,5,3,4,5,4,4,3,4,3,5,4,4,4,4,3,5
Lipi Akhter,33,female,Website,Efficient,4,3,5,3,4,5,4,4,3,4,4,4,5,3,4,5,5
Khurshida Akhtar,43,female,Twitter,Adequate,3,5,4,3,5,4,5,5,5,5,4,4,5,3,5,4,5
Shawkat Mia,54,male,Twitter,Clear and concise,3,4,3,4,4,4,5,5,5,4,4,4,5,3,5,5,4
Rokon Khan,37,male,Instagram,Well-structured,3,3,4,3,4,4,4,4,4,4,5,4,4,4,5,5,3
Shahana Khanam,29,female,Youtube,Intuitive,3,4,3,5,4,5,4,4,3,4,4,3,5,3,4,5,5
Nasir Mia,66,male,Twitter,Confusing,4,5,3,4,4,5,4,4,4,5,4,4,3,5,4,5,5
Asha Akhtar,76,female,Youtube,Adequate,4,4,4,4,4,5,4,4,4,4,5,5,3,3,5,3,3
Shila Khanam,57,female,Facebook,Limited Menu Options,5,3,4,4,5,5,4,4,3,4,3,3,3,4,5,3,4
Mizan Khan,69,male,Facebook,Limited Menu Options,4,3,4,4,4,5,4,5,3,3,3,4,5,5,5,5,3
Manju Akhtar,59,female,Website,Inconsistent Navigation,3,5,4,5,4,5,4,4,4,3,5,4,4,4,5,4,5
Imran Mia,75,male,Instagram,Adequate,4,5,4,5,5,4,4,4,4,4,4,5,5,4,5,4,5
Samina Akhter,49,female,Website,Engaging,4,3,4,5,5,4,4,5,5,4,3,5,5,4,3,4,3
Samsul Haque,55,male,Twitter,User-Friendly,5,4,4,5,4,5,4,4,4,4,4,3,3,4,5,5,4
Sumaiya Khanam,40,female,Instagram,Well-structured,4,5,4,4,4,5,4,4,3,4,3,4,5,4,5,3,4
Riaz Khan,34,male,Youtube,Confusing,4,5,4,4,5,4,4,4,4,4,5,4,3,5,3,3,4
Nasrin Khanam,68,female,Youtube,Efficient,3,3,4,3,4,5,5,4,4,5,3,3,3,3,4,4,4
Sumona Akhtar,64,female,Website,Inconsistent Navigation,4,4,4,5,5,5,5,4,3,3,4,4,4,3,3,4,4
Shahid Hasan,63,male,Instagram,User-Friendly,5,4,4,4,4,4,4,3,5,5,3,4,4,4,3,4,4
Nazma Akhter,38,female,Twitter,Efficient,3,5,3,5,4,4,4,4,4,4,3,4,3,3,4,5,5
Shahjahan Khan,33,male,Website,Adequate,5,4,4,4,5,4,4,3,4,3,4,3,4,4,4,4,3
Feroza Akhtar,74,female,Instagram,Limited Menu Options,3,4,4,5,5,4,4,5,4,4,5,4,5,4,4,4,5
Shahed Hasan,23,male,Twitter,Efficient,4,5,4,4,4,5,4,4,3,4,3,4,4,4,5,5,5
Nusrat Jahan,27,female,Facebook,Adequate,3,4,4,5,5,3,4,4,3,4,4,4,5,3,4,3,3
Rina Khanam,19,female,Facebook,Inconsistent Navigation,4,4,3,3,4,4,4,5,4,4,5,4,5,5,5,4,4
Salim Khan,22,male,Website,Limited Menu Options,4,5,5,4,4,5,5,5,4,4,4,3,4,4,3,5,4
Shahida Khanam,36,female,Youtube,Confusing,4,5,3,4,5,4,4,3,5,4,5,5,4,4,5,4,4
Jahid Hasan,58,male,Website,Efficient,3,4,4,5,5,5,3,4,3,5,4,3,5,4,4,5,4
Monira Akhter,69,female,Twitter,Engaging,5,5,4,4,4,4,4,5,5,4,4,4,4,5,5,4,5
Shuvo Khan,57,male,Twitter,Engaging,4,5,4,5,3,4,5,3,4,5,3,4,4,4,3,3,4
Nasrin Akhtar,54,female,Instagram,Adequate,4,4,4,4,5,5,4,5,4,4,4,4,3,5,3,5,4
Asif Khan,34,male,Instagram,Limited Menu Options,4,5,4,5,5,4,4,4,5,5,4,3,4,3,5,5,4
Kohinur Begum,50,female,Instagram,Adequate,4,5,4,4,4,3,4,5,5,4,5,3,4,5,4,4,5
Anjum Akhtar,36,female,Instagram,Adequate,5,4,4,4,4,5,5,3,4,4,4,3,4,4,4,4,3
Rafiqul Khan,33,male,Website,Engaging,5,4,4,3,5,4,5,4,4,4,4,3,4,5,4,3,4
Khadija Akhter,44,female,Instagram,User-Friendly,5,5,4,4,4,5,4,3,5,4,4,4,3,3,4,3,4
Shoma Khanam,46,male,Youtube,User-Friendly,4,4,3,5,3,5,4,3,5,3,5,4,4,5,4,5,3
Shahidul Hasan,59,female,Website,Confusing,5,4,4,5,5,5,4,4,3,5,5,3,3,4,3,4,5
Rubina Akhter,54,male,Website,Efficient,4,4,5,4,4,4,4,4,3,3,4,4,4,4,4,4,4
Anwar Khan,47,female,Instagram,Intuitive,4,4,3,5,4,5,4,4,5,4,3,4,5,4,4,5,4
Nargis Akhtar,37,male,Instagram,Limited Menu Options,4,4,4,4,3,4,5,4,4,4,5,4,3,4,4,4,3
Sumi Akhter,46,female,Twitter,Intuitive,5,4,4,4,4,5,3,5,4,5,4,3,4,4,4,4,3
Shahid Khan,36,male,Youtube,User-Friendly,4,4,4,5,4,4,4,3,5,4,4,5,4,5,4,4,5
Nasima Khanam,42,female,Website,Intuitive,4,5,4,5,4,5,4,4,4,5,4,4,4,5,3,5,4
Nazifa Akhtar,45,male,Twitter,User-Friendly,5,4,4,5,4,4,5,4,4,5,4,5,4,4,3,4,5
Shahina Khanam,57,female,Twitter,Clear and concise,4,4,5,3,5,4,5,4,4,3,3,4,4,4,5,4,3
Mokhlesur Rahman,35,male,Youtube,Intuitive,4,3,4,5,4,4,4,4,5,5,4,5,4,4,5,4,3
Selina Akhter,56,female,Facebook,Clear and concise,4,3,4,4,4,4,3,5,4,4,3,3,5,3,5,4,5
Mozammel Haque,66,male,Twitter,Adequate,5,5,4,5,4,4,4,3,3,4,3,4,4,3,3,3,4
Nasrin Khanam,30,female,Youtube,Clear and concise,4,4,4,5,4,5,4,4,5,4,3,3,4,5,5,3,4
Monirul Khan,62,male,Instagram,Adequate,5,4,4,4,4,4,5,4,4,5,4,4,3,5,5,4,4
Sharmin Khanam,76,female,Facebook,Confusing,5,4,3,3,4,4,4,4,5,5,4,4,4,4,3,4,4
Shammi Akhter,28,male,Twitter,Inconsistent Navigation,4,4,5,5,5,5,4,4,4,4,4,5,4,4,5,4,4
Sajjadul Hasan,30,female,Youtube,Intuitive,4,4,5,5,3,4,5,4,4,3,4,5,5,4,4,4,5
Safia Akhtar,72,male,Facebook,Well-structured,4,4,4,3,4,4,4,5,5,4,5,5,3,4,5,4,5
Shahed Khan,74,female,Youtube,Clear and concise,4,5,4,4,4,4,4,5,4,4,4,5,5,3,4,4,5
Nasima Akhter,70,male,Twitter,Inconsistent Navigation,4,4,3,3,4,5,4,4,4,4,4,3,4,5,4,3,5
Sultana Khanam,33,female,Twitter,Well-structured,5,3,4,4,4,4,5,5,5,3,5,3,5,4,4,5,3
Jahangir Hasan,54,male,Twitter,User-Friendly,5,3,4,4,4,3,4,4,4,5,4,3,4,4,4,5,4
Khadiza Akhter,38,female,Instagram,Efficient,4,4,4,5,5,4,5,4,3,3,4,4,4,5,4,4,4
Noyon Mia,59,male,Youtube,Limited Menu Options,4,4,4,5,4,5,4,4,4,4,3,4,4,5,4,3,4
Rozina Akhter,21,female,Website,Adequate,4,4,4,4,4,4,4,4,5,3,5,4,4,4,3,3,4
Sajjad Ali,65,male,Website,Limited Menu Options,4,4,4,4,3,5,4,4,4,4,4,5,5,4,4,3,5
Sharifa Begum,73,female,Website,User-Friendly,5,5,4,3,4,4,4,3,4,4,4,3,4,5,4,4,4
Sumi Khanam,43,male,Website,Efficient,5,5,3,3,4,4,4,4,5,4,3,5,3,5,4,5,4
Sagar Hasan,23,female,Website,Well-structured,4,5,4,4,5,5,4,5,4,4,3,5,4,5,4,4,4
Mahmuda Akhtar,71,male,Facebook,Intuitive,4,4,3,5,4,5,4,4,3,5,4,4,5,4,4,4,4
Sabina Akhtar,61,female,Youtube,User-Friendly,4,4,4,4,4,4,4,4,3,3,4,5,4,4,4,5,5
Nasir Hasan,70,male,Facebook,Engaging,5,4,4,4,4,4,4,3,4,4,5,5,3,5,3,4,4
Shahida Khanam,63,female,Website,Intuitive,4,4,3,5,4,4,5,3,3,4,4,4,3,4,4,4,3
Sumi Khanam,48,male,Youtube,Intuitive,4,5,4,3,5,4,4,3,4,4,5,4,4,5,4,3,3
Nasirul Haque,48,female,Website,Well-structured,5,5,4,4,4,4,4,4,5,5,5,3,5,4,4,3,5
Laily Akhtar,52,male,Youtube,User-Friendly,4,3,4,3,4,4,4,5,4,4,5,5,3,3,5,5,3
Rukhsana Akhtar,26,female,Instagram,User-Friendly,4,5,4,3,5,5,5,4,4,3,5,4,5,4,4,4,4
Sharmin Khanam,64,male,Youtube,Engaging,4,5,4,5,4,4,4,3,4,4,5,3,5,5,4,4,3
Safiqul Hasan,70,female,Facebook,Inconsistent Navigation,3,3,4,5,4,3,4,5,4,4,5,4,4,4,4,4,5
Shahida Akhtar,44,male,Instagram,Engaging,4,5,4,4,4,4,4,3,3,4,3,4,4,4,5,5,4
Nasim Hasan,59,female,Instagram,Clear and concise,4,5,5,4,4,4,5,4,4,3,4,4,4,4,4,4,4
Nusrat Khanam,30,male,Youtube,User-Friendly,3,3,4,4,4,5,4,4,4,4,5,4,5,4,5,4,4
Rumi Akhtar,23,female,Instagram,Adequate,4,4,4,3,5,5,4,5,5,4,4,5,5,5,5,5,4
Nasir Uddin,49,male,Instagram,Efficient,4,4,4,5,4,4,4,3,5,3,4,5,4,3,4,3,5
Sharmin Akhter,25,female,Website,Confusing,4,4,5,4,5,5,4,3,4,4,4,5,4,3,4,4,5
Shahid Hasan,50,male,Instagram,Limited Menu Options,5,5,4,4,5,3,4,4,4,4,5,4,4,4,4,4,3
Nusrat Jahan,24,female,Instagram,Limited Menu Options,5,3,3,5,4,4,4,5,4,3,5,5,4,3,3,4,4
Mohiuddin Hasan,42,male,Website,Well-structured,5,4,3,3,4,3,4,4,3,5,4,4,5,4,4,4,5
Nasrin Khanam,21,female,Youtube,Clear and concise,3,4,4,5,5,4,5,3,3,4,5,4,5,5,4,4,3
Shorab Mia,35,male,Facebook,Engaging,4,4,4,4,3,4,5,5,4,4,4,4,4,5,5,3,4
Sharmin Sultana,41,female,Website,Confusing,4,5,3,4,4,4,4,5,5,5,3,4,5,3,4,3,4
Nasrin Akhter,70,male,Facebook,Well-structured,3,5,5,4,4,3,4,5,4,5,5,4,4,3,4,4,4
Samsul Hasan,31,female,Youtube,Well-structured,5,5,4,3,4,4,4,4,4,4,5,4,5,3,4,3,5
Shirina Khanam,69,male,Youtube,Efficient,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3
Shakil Ahmed,62,female,Youtube,Clear and concise,4,4,5,4,5,5,3,4,4,5,5,4,4,3,5,4,3
Rina Akhter,75,male,Instagram,Efficient,4,5,3,4,5,4,4,3,4,4,4,4,5,4,5,5,4
Nasima Akhtar,26,female,Youtube,Adequate,4,4,5,5,4,5,3,5,5,4,3,3,5,4,5,3,4
Alok Das,26,male,Instagram,Clear and concise,4,3,4,5,4,3,4,4,4,4,5,5,4,4,4,3,3
Mitali Roy,39,female,Website,Well-structured,5,4,4,5,4,5,4,4,4,3,5,4,5,5,4,4,4
Subrata Chakraborty,70,male,Twitter,Efficient,4,4,4,4,3,4,4,3,4,5,5,4,3,4,4,5,3
Priya Devi,43,female,Website,Confusing,5,5,4,4,4,4,5,4,5,5,4,3,3,5,3,4,4
Animesh Sen,62,male,Youtube,Confusing,3,5,4,4,5,4,3,3,4,5,4,5,4,4,5,5,5
Suchitra Dey,41,female,Instagram,Clear and concise,3,3,3,3,4,4,5,4,3,4,4,5,5,5,5,5,3
Arun Ghosh,73,male,Youtube,Limited Menu Options,3,5,4,4,4,5,4,4,4,5,3,3,5,4,3,3,4
Deepa Mallick,41,female,Facebook,Well-structured,5,4,4,4,4,4,4,4,4,5,5,4,4,3,5,4,4
Abhinav Saha,34,male,Twitter,Well-structured,4,4,4,4,5,4,4,4,4,4,3,5,4,5,4,5,3
Jyoti Banerjee,51,female,Facebook,Efficient,3,4,4,4,4,4,5,4,4,4,5,4,5,5,5,3,4
Dipankar Basu,60,male,Twitter,Inconsistent Navigation,5,4,4,3,5,4,4,3,5,4,3,5,5,4,4,4,4
Rina Dasgupta,49,female,Facebook,Clear and concise,4,5,4,5,4,5,4,5,5,4,5,4,4,4,4,5,4
Joydeep Sengupta,23,male,Website,User-Friendly,4,3,3,5,4,5,4,4,4,4,5,4,4,4,5,5,4
Amrita Sardar,74,female,Facebook,Well-structured,5,3,4,4,5,4,5,5,5,4,4,4,5,4,3,4,5
Rajesh Biswas,68,male,Youtube,Confusing,4,5,4,5,3,4,4,5,3,4,5,5,3,5,5,5,4
Sharmila Chowdhury,53,female,Website,User-Friendly,5,5,4,4,4,4,5,5,5,4,4,5,4,5,4,5,5
Utpal Das,23,male,Website,User-Friendly,4,4,4,4,4,4,4,4,3,3,3,5,4,3,5,4,4
Smriti Paul,54,female,Youtube,Engaging,3,5,4,5,5,4,4,3,4,4,4,3,4,4,4,4,3
Kamal Mukherjee,76,male,Twitter,Efficient,3,4,5,4,4,5,5,4,3,4,5,5,5,4,4,3,5
Chandana Chatterjee,28,female,Facebook,Intuitive,4,5,4,5,4,4,5,5,3,5,4,3,4,4,5,5,4
Niloy Bhattacharjee,44,male,Youtube,Well-structured,4,3,4,4,4,5,4,5,4,4,4,5,4,4,4,5,5
Indira Gupta,37,female,Instagram,Confusing,3,5,4,3,4,3,4,5,4,3,3,5,4,4,5,5,4
Rakesh Choudhury,64,male,Instagram,Engaging,5,5,4,4,4,5,5,4,4,3,5,5,4,5,5,5,5
Meenakshi Dhar,63,female,Website,Adequate,4,5,4,5,5,5,4,3,4,4,3,3,4,4,4,4,4
Anirban Sanyal,46,male,Website,Limited Menu Options,4,3,4,5,4,5,4,4,5,3,5,3,4,4,4,4,5
Ratna Saha,63,female,Instagram,Engaging,5,4,4,3,4,4,3,4,4,3,3,4,4,4,5,5,4
Shubhankar Mukhopadhyay,29,male,Website,Efficient,4,4,5,4,4,4,5,3,5,5,4,5,4,5,4,4,5
Susmita Roy,34,female,Facebook,Well-structured,5,5,4,4,5,3,3,5,4,4,4,4,4,4,4,3,4
Rahul Datta,62,male,Facebook,Well-structured,4,4,4,4,5,4,5,4,4,4,4,5,3,4,4,4,4
Sonali Dey,57,female,Youtube,Adequate,3,5,4,5,4,4,4,5,5,4,4,4,4,5,3,4,4
Subhrojit Roy,69,male,Website,Intuitive,5,3,4,4,4,4,4,4,5,4,4,3,5,4,4,5,4
